price,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_garage,renovated
723390.93,1698.0,7428.0,1.0,1.3,1.0,0.0,2.0,3.0,10.0,,283.0,1981.0,0.0,98102,46.81499542204547,-121.98883069163045,no,no
714565.54,1332.0,8536.0,5.0,5.0,1.0,0.0,0.0,3.0,11.0,804.0,528.0,1992.0,0.0,98102,46.96371907561247,-122.05271546115296,yes,no
897788.9,2058.0,12240.0,1.0,1.3,2.0,1.0,1.0,3.0,7.0,1802.0,256.0,2013.0,0.0,98006,46.99981946962561,,yes,no
651402.89,1289.0,14889.0,4.0,3.9,2.0,0.0,0.0,4.0,11.0,1011.0,278.0,1997.0,0.0,98005,46.97373576585943,-121.96387219718,no,no
966951.18,2199.0,7989.0,3.0,2.5,2.0,0.0,3.0,4.0,11.0,1697.0,502.0,2002.0,0.0,98103,46.950152837246186,-122.09075174455931,yes,no
995622.57,2451.0,12077.0,3.0,2.9,2.0,0.0,1.0,3.0,8.0,1959.0,492.0,2018.0,1999.0,98006,47.002073231239244,-121.92906575791733,yes,yes
995597.6,2020.0,4491.0,5.0,4.5,2.0,1.0,3.0,3.0,9.0,1577.0,443.0,1965.0,0.0,98005,47.01715440876261,-122.12435378062801,yes,no
898575.01,1628.0,11830.0,5.0,5.0,1.0,1.0,1.0,1.0,12.0,1161.0,467.0,,0.0,98102,46.976570144301725,-121.94827921817031,yes,no
1047012.84,2072.0,4190.0,1.0,1.4,1.0,1.0,2.0,1.0,11.0,1448.0,624.0,1996.0,1970.0,98105,47.06858719112368,-122.03170549840289,yes,yes
866937.05,1615.0,13453.0,1.0,1.7,,1.0,4.0,3.0,,1204.0,411.0,1999.0,0.0,98006,47.00288572079398,-121.96472452593582,,no
1137940.66,2361.0,19053.0,1.0,1.2,1.0,1.0,4.0,2.0,10.0,2156.0,205.0,1959.0,2013.0,98105,46.95642431651826,-121.97449028973504,yes,yes
544335.98,701.0,7390.0,4.0,4.5,2.0,1.0,0.0,4.0,7.0,454.0,247.0,2003.0,0.0,98103,46.94377313388251,-122.0018561274453,no,no
768024.06,1599.0,800.0,3.0,2.9,2.0,1.0,3.0,5.0,4.0,1141.0,458.0,1963.0,0.0,98006,46.989351509837064,-121.97744566803098,yes,no
582265.13,606.0,5260.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,404.0,202.0,1979.0,0.0,98004,47.05567103267687,-122.0043224327707,yes,no
825279.63,903.0,14159.0,2.0,2.2,2.0,1.0,3.0,5.0,12.0,677.0,,2000.0,1975.0,98105,46.958815564542846,-121.9643024586715,yes,yes
974407.71,2618.0,10765.0,3.0,2.8,2.0,0.0,0.0,3.0,12.0,1693.0,925.0,1968.0,0.0,98006,47.02979397419983,-121.89073641189422,no,no
1047344.59,2337.0,9245.0,4.0,4.1,2.0,1.0,3.0,5.0,10.0,2025.0,312.0,1958.0,0.0,98005,47.00472784550072,-122.06706194953175,yes,no
920585.4,1368.0,13043.0,2.0,1.5,1.0,1.0,3.0,5.0,12.0,871.0,497.0,1997.0,0.0,98103,47.099661648475234,,yes,no
558410.67,898.0,10422.0,5.0,4.6,1.0,0.0,3.0,1.0,8.0,748.0,150.0,1969.0,0.0,98103,47.01951257318303,-122.0207837133473,yes,no
,400.0,,5.0,5.0,1.0,1.0,2.0,4.0,10.0,,123.0,2008.0,1971.0,98101,46.96508868802871,-122.0242012949957,no,yes
704603.14,1474.0,12597.0,4.0,4.4,1.0,1.0,2.0,3.0,,1128.0,346.0,2013.0,0.0,98101,47.036818476438235,-122.0188784087699,no,no
1251158.41,3252.0,15609.0,3.0,2.5,2.0,1.0,3.0,5.0,5.0,2179.0,,1974.0,0.0,,47.038501099544796,-122.04632194769638,yes,no
2786515.56,4122.0,9794.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,1763.0,298.0,2002.0,0.0,98101,46.98014944938521,-121.95637829153992,yes,no
889256.09,1464.0,12526.0,4.0,3.7,1.0,,3.0,1.0,12.0,1365.0,99.0,1965.0,,98005,46.9418002147835,-122.06906647279409,yes,no
987972.13,2079.0,6464.0,3.0,3.0,2.0,1.0,3.0,2.0,9.0,1409.0,670.0,2015.0,0.0,98102,47.02680175956133,-121.97746124471392,yes,no
756041.51,863.0,4993.0,3.0,3.7,2.0,1.0,1.0,1.0,12.0,806.0,57.0,1967.0,0.0,98105,47.00317575883825,-121.96807671910715,yes,no
850941.07,1622.0,16534.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,1158.0,464.0,2012.0,0.0,98005,46.924172495413124,-121.98417670464796,yes,no
762375.74,,9081.0,3.0,3.4,1.0,0.0,3.0,1.0,7.0,1479.0,381.0,2005.0,0.0,98006,47.01272604994953,-121.9756428362087,yes,no
781561.89,1748.0,12024.0,1.0,2.0,2.0,0.0,2.0,4.0,9.0,1478.0,270.0,1972.0,0.0,98103,46.96815035509894,-121.95253663721363,yes,no
916530.16,2274.0,8619.0,5.0,4.6,2.0,0.0,3.0,3.0,8.0,1523.0,751.0,2008.0,1999.0,98006,46.92421989790687,-121.99732173588716,no,yes
800731.48,2007.0,5067.0,1.0,1.0,2.0,1.0,0.0,4.0,6.0,1516.0,491.0,1994.0,0.0,98105,46.98239418283058,-122.01732483068628,yes,no
974460.36,2201.0,8055.0,4.0,3.6,2.0,1.0,1.0,5.0,6.0,1373.0,828.0,1997.0,0.0,98006,47.06414593671035,-121.97568147806875,no,no
850715.87,1387.0,15180.0,4.0,3.9,2.0,1.0,3.0,4.0,8.0,1171.0,216.0,1976.0,0.0,98101,47.0604030750044,-121.9699816881194,yes,no
980927.89,2339.0,10776.0,3.0,1.8,2.0,1.0,4.0,3.0,3.0,1744.0,595.0,1966.0,0.0,,47.04733760510037,-121.95551594893907,yes,no
1096355.29,2777.0,800.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2533.0,244.0,1999.0,0.0,98004,47.01346164450461,-122.08561963799453,no,
705821.5,1218.0,6924.0,,2.7,2.0,1.0,3.0,4.0,3.0,848.0,370.0,1953.0,0.0,98004,47.02978986016775,-122.00917657603422,yes,no
700159.28,1267.0,16911.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,1170.0,97.0,1974.0,2007.0,98005,47.0049322290739,-122.0532684143712,yes,yes
901912.62,2601.0,6931.0,2.0,2.2,1.0,0.0,3.0,4.0,4.0,1689.0,912.0,1960.0,0.0,,46.94474745868928,-121.9719517586694,yes,no
784244.89,1685.0,800.0,4.0,3.7,2.0,1.0,1.0,1.0,3.0,1369.0,316.0,1950.0,0.0,98004,46.954724905057375,-121.96366454143312,no,no
936307.22,2642.0,17465.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,1870.0,772.0,1950.0,,,46.96964095372211,-122.01372063405785,yes,yes
842878.69,1534.0,11412.0,5.0,5.0,1.0,1.0,1.0,,11.0,1018.0,,1956.0,1970.0,98006,47.07006795383182,-122.03646339909793,yes,yes
1097323.03,2673.0,7650.0,3.0,2.6,1.0,1.0,3.0,4.0,4.0,1692.0,981.0,2016.0,,98101,47.053834536556025,-121.9701518232537,,no
795739.18,1879.0,6143.0,2.0,1.8,2.0,0.0,4.0,3.0,8.0,1558.0,321.0,2004.0,1982.0,98101,46.94600612183366,-122.00666211584965,yes,yes
781415.78,1955.0,13412.0,4.0,2.9,2.0,0.0,2.0,2.0,3.0,1333.0,622.0,2020.0,0.0,98004,47.00266955577081,-121.92867666689384,yes,no
1045794.35,2739.0,,3.0,2.5,2.0,0.0,4.0,2.0,12.0,2192.0,547.0,1955.0,0.0,98101,46.97986964286236,-121.91135234729252,no,no
695310.86,1583.0,13741.0,4.0,3.6,1.0,0.0,3.0,4.0,5.0,1492.0,91.0,2020.0,0.0,98102,46.992244973034964,-121.94996444756825,yes,no
873282.45,1235.0,10711.0,4.0,4.0,2.0,1.0,2.0,5.0,10.0,878.0,357.0,1992.0,0.0,98105,46.97319785905239,-121.9883671296976,yes,no
897063.24,1531.0,9223.0,4.0,3.5,1.0,1.0,4.0,5.0,9.0,937.0,594.0,2006.0,1972.0,98102,47.070284581140314,-121.90872125569086,yes,yes
945347.36,2071.0,8728.0,2.0,1.7,1.0,1.0,2.0,3.0,10.0,1346.0,725.0,2010.0,0.0,98102,46.999054673156316,-121.98796398547101,no,no
712398.38,861.0,7125.0,4.0,3.4,1.0,1.0,2.0,4.0,9.0,552.0,309.0,1968.0,1980.0,98103,47.010807840230065,-122.02395969452078,yes,yes
1049994.39,2182.0,13228.0,3.0,3.1,2.0,1.0,3.0,1.0,8.0,1663.0,519.0,2002.0,0.0,98004,47.01121291030667,-122.0337670218218,yes,no
791258.98,1477.0,3673.0,5.0,5.0,2.0,0.0,3.0,5.0,10.0,1271.0,,1995.0,0.0,,46.94861149125195,-122.03517507812255,yes,no
1022218.39,2489.0,800.0,4.0,4.2,1.0,0.0,2.0,1.0,11.0,1751.0,738.0,1979.0,0.0,98005,47.00542768489203,-122.00031848736675,yes,no
420525.48,400.0,,5.0,5.0,1.0,0.0,2.0,2.0,6.0,260.0,140.0,1984.0,,98102,47.053115841089344,-121.97684565919188,yes,no
778542.09,1328.0,11156.0,5.0,4.2,1.0,0.0,4.0,4.0,12.0,1095.0,233.0,1964.0,0.0,98101,47.07363454927403,-122.0707578469743,yes,no
584299.64,788.0,10401.0,5.0,4.7,1.0,0.0,0.0,5.0,12.0,556.0,232.0,1963.0,,98102,46.94260925161403,,yes,yes
673430.13,1304.0,10039.0,4.0,3.8,1.0,0.0,0.0,1.0,10.0,1045.0,259.0,2015.0,1998.0,98006,46.924069938130565,-121.98935744930263,yes,yes
904676.34,1949.0,6397.0,3.0,,2.0,0.0,2.0,4.0,12.0,1806.0,143.0,2001.0,0.0,98102,47.00310672900208,,yes,no
702063.48,1692.0,11937.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1188.0,504.0,1990.0,0.0,98101,47.05545937878675,-122.00129613760399,yes,no
800338.29,1648.0,7772.0,2.0,2.7,1.0,1.0,1.0,1.0,8.0,1284.0,364.0,1999.0,0.0,98103,47.01797982271418,-121.98777459330859,no,no
948047.06,1704.0,5564.0,3.0,3.4,1.0,1.0,2.0,3.0,9.0,1504.0,200.0,1978.0,0.0,98004,47.03401480380399,-122.06192612034953,yes,no
985270.09,1922.0,6441.0,,3.5,2.0,1.0,2.0,3.0,12.0,1619.0,303.0,1967.0,0.0,98103,46.93198754895467,-122.04558933688388,yes,no
643086.3,1195.0,18103.0,3.0,3.3,1.0,1.0,1.0,2.0,4.0,1031.0,164.0,2016.0,1971.0,98103,46.9714006257865,-122.0030430918642,no,yes
946665.31,2224.0,800.0,3.0,3.3,1.0,,1.0,5.0,11.0,1936.0,288.0,2020.0,0.0,98101,46.890194384710355,-121.9744724442405,yes,no
865752.49,2198.0,10499.0,1.0,1.0,2.0,0.0,3.0,4.0,3.0,1734.0,464.0,1965.0,2015.0,98004,46.992875597537704,,yes,yes
,2031.0,800.0,4.0,4.4,1.0,0.0,4.0,3.0,6.0,,431.0,2006.0,0.0,98102,46.891789027957834,-122.0424412193281,yes,no
969255.55,2134.0,7459.0,3.0,2.9,1.0,1.0,3.0,3.0,9.0,1817.0,317.0,1981.0,0.0,98101,47.06663308509202,-122.01182809967742,no,no
839040.79,1978.0,5832.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1670.0,308.0,2000.0,0.0,98005,47.077741073395444,-121.92440808285616,yes,no
1141587.05,3021.0,800.0,2.0,2.2,2.0,1.0,0.0,1.0,11.0,,500.0,1957.0,0.0,98006,47.00703217460309,-121.97278708837017,yes,no
1036588.45,1748.0,,5.0,5.0,2.0,1.0,1.0,4.0,12.0,1282.0,466.0,1984.0,0.0,98004,46.924371344616105,-122.00812665216782,,no
732527.07,1616.0,6100.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,1438.0,178.0,1958.0,1971.0,98006,47.01878563269566,,yes,yes
619966.23,1348.0,800.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,920.0,428.0,2007.0,0.0,98103,47.092956627923044,-122.035668555857,yes,no
673930.2,1181.0,12198.0,3.0,2.6,2.0,1.0,3.0,3.0,3.0,773.0,408.0,1978.0,0.0,98105,47.023786774984345,-121.9996704818883,yes,no
706226.85,,15175.0,1.0,1.3,2.0,1.0,1.0,5.0,10.0,759.0,294.0,1968.0,0.0,98103,47.059249199524544,-121.98620264507,yes,no
867406.46,1267.0,15451.0,1.0,1.0,2.0,1.0,4.0,4.0,11.0,873.0,394.0,1999.0,1986.0,98105,,-121.97172182774493,yes,yes
797239.87,1758.0,9795.0,5.0,5.0,2.0,0.0,1.0,2.0,9.0,1463.0,295.0,2017.0,0.0,98006,46.95643949760833,-121.98060072078056,yes,no
789714.28,2001.0,8230.0,3.0,3.2,2.0,0.0,,1.0,4.0,1362.0,639.0,1974.0,0.0,98004,46.99645689954187,-122.01851181811344,yes,no
727597.23,1831.0,14641.0,2.0,1.4,2.0,0.0,3.0,5.0,4.0,1519.0,312.0,2000.0,0.0,98101,46.90366473225296,-122.02555524496962,yes,no
593941.29,1341.0,16412.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,1045.0,296.0,1998.0,0.0,98004,47.1132044280657,-121.89765055588552,yes,no
914926.1,2340.0,13668.0,3.0,1.9,2.0,0.0,3.0,4.0,7.0,1529.0,811.0,1984.0,0.0,98103,47.00698250232402,-122.0278233660964,no,no
1056906.81,2244.0,3292.0,4.0,4.3,2.0,1.0,2.0,2.0,10.0,1549.0,695.0,2007.0,0.0,98105,47.04333864771835,-122.0645851847649,yes,no
703319.79,1704.0,9007.0,4.0,3.4,2.0,0.0,3.0,1.0,4.0,1334.0,370.0,1959.0,2003.0,98105,46.97692457358019,-122.08193587390262,yes,
872396.25,1408.0,10198.0,1.0,1.1,1.0,1.0,,3.0,11.0,1206.0,202.0,2012.0,0.0,98004,46.922845681507084,-122.01765944435648,yes,no
1059598.47,2129.0,800.0,4.0,4.2,2.0,1.0,4.0,4.0,5.0,1574.0,555.0,1978.0,0.0,98006,47.07129074153404,-121.95300080896666,yes,no
957597.6,1913.0,10347.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,1304.0,609.0,1953.0,0.0,98006,46.943794985936165,-122.02879738446705,yes,no
654092.76,931.0,19365.0,2.0,1.4,1.0,1.0,0.0,3.0,9.0,655.0,276.0,2020.0,0.0,98006,47.017441938178465,-121.92612427290284,,no
941608.51,1759.0,11200.0,,1.0,1.0,1.0,2.0,5.0,8.0,1114.0,645.0,2004.0,2012.0,98004,47.022154240565975,-122.00036407725693,yes,yes
878233.06,1957.0,15367.0,5.0,,2.0,0.0,4.0,2.0,7.0,1192.0,765.0,2007.0,0.0,98102,47.00369756518394,-121.94452209666267,yes,no
550391.51,1260.0,8915.0,3.0,3.9,1.0,0.0,1.0,2.0,6.0,1185.0,75.0,1960.0,0.0,98102,46.96077078819089,-122.03788605662638,no,no
734478.71,1914.0,7634.0,4.0,4.5,1.0,0.0,2.0,2.0,7.0,1213.0,701.0,2003.0,0.0,98005,46.99251838814869,-122.037110836396,yes,no
614364.43,927.0,9906.0,2.0,2.2,1.0,1.0,3.0,5.0,5.0,597.0,330.0,1999.0,0.0,98006,46.952497458697884,-121.9954477148335,no,no
854678.65,2602.0,3921.0,2.0,1.5,1.0,0.0,1.0,3.0,5.0,2354.0,248.0,2014.0,0.0,98101,47.040458884627945,-121.97587226668276,yes,no
1087596.14,2549.0,3181.0,2.0,2.4,1.0,1.0,2.0,5.0,10.0,2121.0,428.0,1976.0,0.0,98102,,-122.0089478621283,yes,no
831425.05,1648.0,14332.0,2.0,1.9,1.0,0.0,2.0,5.0,11.0,1241.0,407.0,2015.0,0.0,98004,46.9989298783451,-121.98537672746596,yes,no
842067.89,2018.0,14862.0,3.0,3.3,2.0,0.0,0.0,3.0,11.0,1669.0,349.0,2000.0,0.0,98102,46.971582426415246,-121.9705757023275,yes,no
421774.12,400.0,3044.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,371.0,29.0,1968.0,0.0,98101,47.1053658949891,-122.07102528398867,no,no
695070.5,,12840.0,5.0,4.9,2.0,1.0,2.0,2.0,6.0,702.0,404.0,1965.0,0.0,98006,46.934896800692336,-122.01704687245946,yes,no
697973.29,1624.0,7565.0,3.0,3.1,2.0,1.0,0.0,3.0,3.0,1113.0,511.0,2014.0,2007.0,98101,,-122.02593412645298,yes,yes
578891.78,1157.0,9699.0,5.0,5.0,2.0,0.0,4.0,,5.0,1042.0,115.0,1995.0,0.0,98102,46.9958997009686,-122.02350610788105,no,no
839009.25,2229.0,10301.0,3.0,3.2,2.0,0.0,2.0,,8.0,1946.0,283.0,1958.0,0.0,98006,46.98709763367145,,yes,no
989492.39,2998.0,12972.0,2.0,1.7,2.0,0.0,3.0,5.0,5.0,2842.0,156.0,1958.0,0.0,98101,47.05487912273772,-122.02523947177912,yes,no
605337.81,1094.0,8414.0,3.0,2.3,2.0,,1.0,2.0,10.0,777.0,317.0,2008.0,0.0,98005,47.03230582274733,-122.10025388181059,yes,no
553234.43,1298.0,,1.0,1.8,1.0,0.0,1.0,4.0,3.0,1208.0,90.0,1962.0,0.0,98105,47.0014762793491,-122.01182593259172,yes,no
926496.61,1941.0,9547.0,5.0,5.0,2.0,1.0,2.0,5.0,7.0,1398.0,543.0,1965.0,2012.0,98105,47.02501688914097,-122.05322030156292,no,yes
1122096.55,2767.0,11121.0,4.0,4.2,1.0,1.0,3.0,3.0,5.0,2352.0,415.0,1993.0,0.0,98005,47.02410828741248,-121.97518340094088,yes,no
633775.46,1067.0,3834.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,969.0,98.0,2011.0,0.0,98101,47.1051778360091,-121.95971515040732,yes,no
658018.54,1949.0,18793.0,3.0,2.6,2.0,0.0,1.0,1.0,3.0,,663.0,1973.0,0.0,98101,47.01266816952477,-122.10874144300116,,no
994501.06,2893.0,10349.0,3.0,3.3,2.0,0.0,0.0,4.0,7.0,1944.0,949.0,1997.0,0.0,98102,46.965946143366025,-122.03871160350202,yes,no
552414.95,,11565.0,2.0,2.7,2.0,0.0,2.0,5.0,10.0,650.0,159.0,1999.0,0.0,98105,47.00992505499141,-121.98233134882904,yes,no
752347.61,1031.0,800.0,1.0,1.0,1.0,1.0,3.0,5.0,11.0,923.0,108.0,1992.0,1988.0,98006,,-122.07044375676008,yes,yes
735944.06,1546.0,3886.0,4.0,3.9,1.0,1.0,2.0,1.0,5.0,970.0,576.0,1998.0,1984.0,98101,46.99836762292898,-121.96086695614099,yes,yes
626076.69,1488.0,14189.0,2.0,2.1,2.0,0.0,1.0,2.0,7.0,1336.0,152.0,1966.0,0.0,98103,47.0546491235553,-121.94753417325688,yes,no
905021.82,2288.0,9434.0,3.0,3.4,1.0,0.0,1.0,1.0,9.0,1647.0,641.0,1994.0,0.0,98105,47.03010920594352,-122.00810078169467,yes,no
758828.22,1945.0,800.0,2.0,1.8,1.0,0.0,1.0,5.0,7.0,1444.0,,1950.0,,98102,47.014927802182285,-122.03869557997592,yes,no
650345.23,735.0,13191.0,4.0,3.2,1.0,1.0,1.0,2.0,8.0,528.0,207.0,2001.0,0.0,98103,47.03246195777852,-122.11552838127376,yes,no
883213.4,2109.0,5281.0,1.0,1.3,2.0,1.0,1.0,3.0,6.0,1938.0,171.0,2006.0,2006.0,98102,47.05516282724388,-121.95929873526194,,yes
922161.35,1453.0,15057.0,2.0,2.6,1.0,1.0,4.0,3.0,11.0,939.0,514.0,2006.0,0.0,98101,47.07126167036491,-121.89987315106619,no,no
1030961.09,2565.0,7561.0,3.0,3.0,2.0,1.0,1.0,4.0,9.0,2054.0,511.0,1952.0,0.0,98105,47.022372795014476,-121.91021744008324,yes,no
770167.87,1423.0,9024.0,3.0,3.2,1.0,0.0,1.0,5.0,12.0,928.0,495.0,2014.0,0.0,98006,46.984194428274364,-122.00974867587452,yes,no
893907.05,1418.0,13895.0,4.0,3.8,1.0,1.0,3.0,2.0,10.0,1312.0,106.0,1980.0,0.0,98103,46.88432390047201,-122.0546337908859,no,no
900336.23,2125.0,3513.0,1.0,1.0,1.0,0.0,4.0,4.0,6.0,1868.0,257.0,1955.0,0.0,98004,,-121.95811878868359,yes,no
944736.24,2258.0,,3.0,3.5,1.0,0.0,2.0,2.0,6.0,1539.0,719.0,1987.0,0.0,98004,47.02576012568019,-122.0063434388076,yes,
874273.95,2069.0,7018.0,4.0,4.2,2.0,1.0,3.0,1.0,3.0,1457.0,612.0,1990.0,1973.0,98005,47.00763297437579,-121.97609341381784,no,yes
571496.51,789.0,12136.0,2.0,2.2,2.0,1.0,,1.0,9.0,578.0,211.0,1978.0,0.0,,46.96559742524029,-121.98486241483515,yes,no
826449.39,2123.0,1346.0,1.0,,2.0,0.0,2.0,2.0,10.0,1575.0,548.0,2003.0,0.0,98006,47.04825760016703,-121.99534982679101,yes,no
660057.49,1179.0,800.0,5.0,4.5,1.0,1.0,0.0,3.0,6.0,,,1988.0,0.0,98005,46.98713817870859,-121.94857430982587,yes,
684523.96,1941.0,12119.0,4.0,3.7,2.0,0.0,0.0,4.0,3.0,1548.0,393.0,1965.0,0.0,98006,46.9982788944477,-121.94671659654847,yes,no
636603.02,946.0,4985.0,4.0,4.1,2.0,0.0,2.0,5.0,11.0,709.0,237.0,1994.0,0.0,98006,46.99720057054159,-122.02613438423558,yes,no
860770.8,2068.0,6039.0,4.0,3.7,2.0,1.0,1.0,3.0,5.0,1761.0,307.0,1968.0,0.0,98005,47.022492585908275,-122.04615562356932,yes,no
576648.69,,800.0,4.0,4.4,2.0,0.0,0.0,3.0,8.0,1001.0,315.0,1958.0,0.0,98105,46.9425683994485,,yes,no
548886.04,1030.0,4605.0,4.0,3.9,2.0,1.0,0.0,1.0,3.0,665.0,365.0,1968.0,0.0,98103,47.02812759309537,-122.017308068005,yes,no
966449.01,2228.0,7962.0,3.0,2.5,2.0,1.0,3.0,5.0,3.0,1421.0,807.0,2014.0,2016.0,98105,46.9639555821596,-122.05466625792556,yes,yes
914874.86,1945.0,12652.0,1.0,1.0,1.0,1.0,2.0,2.0,11.0,1389.0,556.0,1990.0,0.0,98005,46.96570981465504,-121.97904015405014,yes,no
728557.52,1432.0,4144.0,3.0,3.1,1.0,1.0,1.0,4.0,9.0,1161.0,271.0,,0.0,98005,47.044262002377884,-122.01679334674228,yes,no
1050356.43,2671.0,16287.0,2.0,2.5,2.0,1.0,4.0,4.0,3.0,1728.0,943.0,1975.0,0.0,98105,46.95024857694522,-122.01137143251486,yes,no
597926.74,1536.0,4577.0,4.0,4.2,2.0,0.0,1.0,5.0,4.0,1217.0,319.0,2011.0,0.0,98101,47.044172120050526,-121.9594016952124,yes,no
935650.5,1819.0,4585.0,3.0,3.2,1.0,1.0,,5.0,7.0,1263.0,556.0,1997.0,2011.0,98102,47.005068336235446,-121.98013726599831,yes,yes
882062.0,1961.0,15687.0,,5.0,1.0,0.0,1.0,4.0,9.0,1654.0,307.0,2004.0,0.0,98004,46.917586162556496,-122.00583450299683,no,no
736935.9,1428.0,9057.0,,2.9,2.0,1.0,0.0,4.0,7.0,871.0,557.0,1993.0,1982.0,98103,47.06822379258232,-121.91567871620323,no,yes
931778.12,2083.0,5240.0,3.0,2.6,2.0,1.0,0.0,1.0,11.0,1591.0,492.0,2020.0,0.0,98105,47.015512686363174,-121.96309255418335,yes,no
877787.38,1480.0,7224.0,5.0,5.0,1.0,,1.0,1.0,9.0,915.0,565.0,1996.0,0.0,98103,47.01970629329449,-122.0207930426872,yes,no
642739.6,1553.0,14765.0,3.0,2.8,2.0,0.0,0.0,3.0,9.0,1111.0,442.0,1978.0,1991.0,98101,47.05036211552924,-122.0185626632976,no,yes
1025269.99,2618.0,15331.0,2.0,2.8,2.0,1.0,0.0,4.0,5.0,1585.0,1033.0,1967.0,0.0,98105,47.074961037228064,-121.96058101532479,yes,no
565534.29,1176.0,,2.0,2.7,2.0,0.0,1.0,4.0,9.0,,278.0,,0.0,98105,47.010051344810805,-121.98985771508103,no,no
630219.61,400.0,7788.0,5.0,5.0,2.0,1.0,4.0,2.0,11.0,347.0,53.0,2004.0,0.0,98005,47.0308643661248,-122.0560579855167,no,no
1062408.77,2767.0,8451.0,4.0,4.2,1.0,1.0,1.0,3.0,3.0,1757.0,1010.0,2016.0,2015.0,98101,47.018559296530874,-121.95526435801109,no,yes
1254295.43,3330.0,3069.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,2855.0,475.0,1997.0,0.0,98105,46.98285661466492,-121.93713838999015,yes,no
763066.56,1557.0,7722.0,3.0,2.4,2.0,0.0,4.0,1.0,11.0,1252.0,305.0,1984.0,0.0,98005,46.920828184855246,-121.94093055659971,yes,no
453600.53,638.0,8027.0,2.0,1.9,1.0,0.0,1.0,2.0,7.0,495.0,143.0,1959.0,0.0,98102,47.01074610295521,-121.92286254992428,yes,no
779834.86,1614.0,13701.0,4.0,4.1,1.0,0.0,4.0,5.0,10.0,1307.0,307.0,1995.0,0.0,98103,47.06894689153223,-121.89654009352215,yes,no
786964.89,1628.0,14037.0,1.0,1.1,1.0,1.0,3.0,1.0,6.0,1168.0,460.0,1964.0,1988.0,98101,47.02916664816788,-121.91350204823385,no,yes
894038.32,1686.0,6354.0,4.0,4.2,2.0,1.0,4.0,2.0,4.0,1431.0,255.0,1994.0,0.0,98004,46.946628840451176,-121.98296691091201,no,no
824948.75,1132.0,6930.0,,4.5,2.0,1.0,2.0,3.0,11.0,988.0,144.0,1971.0,0.0,,47.054876075282245,-122.01042139376455,yes,no
931567.0,,11321.0,2.0,1.7,1.0,1.0,2.0,4.0,6.0,1874.0,274.0,,0.0,98105,46.98452650740718,-122.0914800848501,yes,no
894995.43,2115.0,,1.0,1.0,2.0,0.0,1.0,2.0,10.0,1468.0,647.0,2016.0,0.0,98103,46.895398706375246,,no,no
535744.57,903.0,10943.0,4.0,4.7,1.0,0.0,2.0,4.0,6.0,749.0,154.0,1966.0,0.0,98005,47.05089519075913,-121.9740431970544,no,no
750333.29,2220.0,7560.0,2.0,2.4,1.0,0.0,3.0,2.0,6.0,1447.0,773.0,1973.0,0.0,98105,46.95273096879534,-121.99782235472863,no,no
1120475.87,3032.0,3153.0,5.0,4.8,2.0,0.0,,2.0,9.0,2345.0,687.0,2015.0,0.0,98103,47.089036418655894,-122.09441104993363,yes,no
830361.05,1903.0,3216.0,4.0,3.9,2.0,1.0,0.0,3.0,6.0,1144.0,759.0,1951.0,1985.0,98005,47.05738867002987,-122.01433106743735,,yes
822967.59,1598.0,15235.0,5.0,4.9,1.0,1.0,0.0,1.0,11.0,1067.0,531.0,1986.0,0.0,98102,46.98861003631684,-121.96773339755717,yes,no
617795.99,1715.0,7218.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1408.0,307.0,1960.0,0.0,98005,47.022967992287725,-122.0512957517482,yes,no
961118.75,2169.0,16202.0,5.0,5.0,2.0,1.0,3.0,4.0,3.0,1965.0,204.0,1980.0,2001.0,98102,47.12119592828275,-121.99171543773814,yes,yes
314236.65,762.0,5432.0,1.0,2.3,1.0,0.0,0.0,5.0,3.0,470.0,292.0,1952.0,,98105,47.050000351891846,-121.97841864995604,yes,no
733468.16,1899.0,9456.0,2.0,2.1,1.0,0.0,4.0,2.0,5.0,1510.0,389.0,1959.0,2009.0,98102,47.01191000123923,-121.94410161794872,no,yes
657543.88,1566.0,19963.0,1.0,1.3,1.0,0.0,1.0,2.0,3.0,1288.0,278.0,1978.0,0.0,98004,47.144457699710316,-121.91436973036029,yes,no
924940.83,2909.0,2713.0,4.0,3.2,,0.0,1.0,5.0,6.0,2694.0,215.0,1954.0,0.0,98105,47.005879050547826,-122.01889130313053,yes,no
